,transaction_id,session_id,transaction_time,product_id,amount
0,298,1,2014-01-01 00:00:00,5,127.64
1,2,1,2014-01-01 00:01:05,2,109.48
2,308,1,2014-01-01 00:02:10,3,95.06
3,116,1,2014-01-01 00:03:15,4,78.92
4,371,1,2014-01-01 00:04:20,3,31.54
5,486,1,2014-01-01 00:05:25,3,23.76
6,271,1,2014-01-01 00:06:30,3,43.63
7,192,1,2014-01-01 00:07:35,4,42.27
8,341,1,2014-01-01 00:08:40,3,47.68
9,10,1,2014-01-01 00:09:45,5,57.39
10,29,1,2014-01-01 00:10:50,2,20.91
11,158,1,2014-01-01 00:11:55,4,141.66
12,245,1,2014-01-01 00:13:00,1,121.75
13,495,1,2014-01-01 00:14:05,5,69.45
14,438,1,2014-01-01 00:15:10,4,76.38
15,175,1,2014-01-01 00:16:15,2,141.49
16,353,2,2014-01-01 00:17:20,4,42.99
17,270,2,2014-01-01 00:18:25,5,123.53
18,453,2,2014-01-01 00:19:30,5,9.32
19,370,2,2014-01-01 00:20:35,1,106.99
20,22,2,2014-01-01 00:21:40,3,116.02
21,250,2,2014-01-01 00:22:45,2,60.09
22,74,2,2014-01-01 00:23:50,5,90.69
23,207,2,2014-01-01 00:24:55,5,48.27
24,399,2,2014-01-01 00:26:00,2,135.25
25,122,2,2014-01-01 00:27:05,5,13.81
26,496,3,2014-01-01 00:28:10,1,137.82
27,459,3,2014-01-01 00:29:15,1,23.2
28,134,3,2014-01-01 00:30:20,3,120.08
29,384,3,2014-01-01 00:31:25,4,26.16
30,137,3,2014-01-01 00:32:30,2,111.96
31,354,3,2014-01-01 00:33:35,1,63.84
32,13,3,2014-01-01 00:34:40,1,8.7
33,90,3,2014-01-01 00:35:45,1,75.73
34,324,3,2014-01-01 00:36:50,1,141.86
35,365,3,2014-01-01 00:37:55,3,81.51
36,461,3,2014-01-01 00:39:00,5,102.76
37,26,3,2014-01-01 00:40:05,1,57.19
38,228,3,2014-01-01 00:41:10,3,86.53
39,34,3,2014-01-01 00:42:15,4,143.93
40,44,3,2014-01-01 00:43:20,5,147.73
41,290,4,2014-01-01 00:44:25,4,21.35
42,275,4,2014-01-01 00:45:30,5,108.11
43,101,4,2014-01-01 00:46:35,5,112.53
44,80,4,2014-01-01 00:47:40,5,6.29
45,484,4,2014-01-01 00:48:45,3,47.95
46,126,4,2014-01-01 00:49:50,2,124.29
47,268,4,2014-01-01 00:50:55,4,98.16
48,163,4,2014-01-01 00:52:00,5,31.37
49,293,4,2014-01-01 00:53:05,5,82.88
50,78,4,2014-01-01 00:54:10,1,37.5
51,97,4,2014-01-01 00:55:15,1,19.35
52,249,4,2014-01-01 00:56:20,3,46.92
53,103,4,2014-01-01 00:57:25,5,20.79
54,444,4,2014-01-01 00:58:30,4,43.59
55,450,4,2014-01-01 00:59:35,4,69.98
56,376,4,2014-01-01 01:00:40,1,18.25
57,35,4,2014-01-01 01:01:45,1,87.92
58,16,4,2014-01-01 01:02:50,2,49.32
59,488,4,2014-01-01 01:03:55,5,129.0
60,413,4,2014-01-01 01:05:00,5,119.98
61,45,4,2014-01-01 01:06:05,1,54.85
62,409,4,2014-01-01 01:07:10,1,75.83
63,49,4,2014-01-01 01:08:15,1,72.2
64,422,4,2014-01-01 01:09:20,2,8.72
65,5,4,2014-01-01 01:10:25,2,126.8
66,464,5,2014-01-01 01:11:30,2,36.68
67,327,5,2014-01-01 01:12:35,5,20.06
68,320,5,2014-01-01 01:13:40,2,136.63
69,48,5,2014-01-01 01:14:45,5,131.29
70,279,5,2014-01-01 01:15:50,1,69.24
71,442,5,2014-01-01 01:16:55,5,97.18
72,197,5,2014-01-01 01:18:00,4,71.53
73,417,5,2014-01-01 01:19:05,3,40.27
74,232,5,2014-01-01 01:20:10,1,139.2
75,185,5,2014-01-01 01:21:15,4,27.51
76,252,5,2014-01-01 01:22:20,3,7.43
77,408,6,2014-01-01 01:23:25,4,8.74
78,115,6,2014-01-01 01:24:30,3,136.51
79,416,6,2014-01-01 01:25:35,3,46.61
80,419,6,2014-01-01 01:26:40,2,30.12
81,119,6,2014-01-01 01:27:45,4,70.14
82,423,6,2014-01-01 01:28:50,4,129.98
83,135,6,2014-01-01 01:29:55,1,121.62
84,191,6,2014-01-01 01:31:00,5,139.23
85,299,6,2014-01-01 01:32:05,4,64.99
86,83,6,2014-01-01 01:33:10,4,68.41
87,283,6,2014-01-01 01:34:15,1,94.93
88,273,6,2014-01-01 01:35:20,1,57.5
89,400,6,2014-01-01 01:36:25,2,133.27
90,372,6,2014-01-01 01:37:30,5,114.84
91,387,6,2014-01-01 01:38:35,5,49.71
92,144,7,2014-01-01 01:39:40,2,44.83
93,223,7,2014-01-01 01:40:45,1,54.35
94,379,7,2014-01-01 01:41:50,1,25.28
95,383,7,2014-01-01 01:42:55,1,74.41
96,347,7,2014-01-01 01:44:00,4,19.43
97,259,7,2014-01-01 01:45:05,5,32.85
98,274,7,2014-01-01 01:46:10,5,14.45
99,401,7,2014-01-01 01:47:15,3,13.48
100,318,7,2014-01-01 01:48:20,3,129.72
101,381,7,2014-01-01 01:49:25,4,8.19
102,208,7,2014-01-01 01:50:30,4,81.4
103,214,7,2014-01-01 01:51:35,5,101.58
104,63,7,2014-01-01 01:52:40,3,136.89
105,491,7,2014-01-01 01:53:45,2,146.31
106,489,7,2014-01-01 01:54:50,1,58.7
107,285,8,2014-01-01 01:55:55,5,51.69
108,171,8,2014-01-01 01:57:00,2,36.78
109,67,8,2014-01-01 01:58:05,4,112.07
110,188,8,2014-01-01 01:59:10,1,79.41
111,304,8,2014-01-01 02:00:15,4,25.93
112,289,8,2014-01-01 02:01:20,3,55.88
113,351,8,2014-01-01 02:02:25,2,102.9
114,447,8,2014-01-01 02:03:30,1,35.94
115,243,8,2014-01-01 02:04:35,1,140.37
116,345,8,2014-01-01 02:05:40,4,82.82
117,225,8,2014-01-01 02:06:45,5,124.13
118,145,8,2014-01-01 02:07:50,2,18.56
119,217,8,2014-01-01 02:08:55,1,143.85
120,108,8,2014-01-01 02:10:00,1,109.1
121,443,8,2014-01-01 02:11:05,3,12.59
122,429,8,2014-01-01 02:12:10,2,49.96
123,407,8,2014-01-01 02:13:15,2,38.87
124,295,8,2014-01-01 02:14:20,1,130.61
125,42,9,2014-01-01 02:15:25,2,18.4
126,164,9,2014-01-01 02:16:30,2,62.85
127,307,9,2014-01-01 02:17:35,1,57.62
128,366,9,2014-01-01 02:18:40,1,13.77
129,170,9,2014-01-01 02:19:45,4,84.97
130,39,9,2014-01-01 02:20:50,4,129.69
131,393,9,2014-01-01 02:21:55,4,5.81
132,215,9,2014-01-01 02:23:00,4,123.05
133,121,9,2014-01-01 02:24:05,2,27.46
134,189,9,2014-01-01 02:25:10,3,128.16
135,222,9,2014-01-01 02:26:15,1,132.72
136,193,9,2014-01-01 02:27:20,1,127.15
137,287,9,2014-01-01 02:28:25,5,50.94
138,406,9,2014-01-01 02:29:30,3,47.74
139,477,9,2014-01-01 02:30:35,3,41.7
140,151,10,2014-01-01 02:31:40,1,68.25
141,332,10,2014-01-01 02:32:45,3,104.94
142,460,10,2014-01-01 02:33:50,5,123.19
143,244,10,2014-01-01 02:34:55,2,116.95
144,260,10,2014-01-01 02:36:00,4,101.3
145,302,10,2014-01-01 02:37:05,5,64.47
146,282,10,2014-01-01 02:38:10,4,98.58
147,155,10,2014-01-01 02:39:15,1,107.27
148,105,10,2014-01-01 02:40:20,2,142.44
149,212,10,2014-01-01 02:41:25,5,52.28
150,388,10,2014-01-01 02:42:30,3,141.93
151,9,10,2014-01-01 02:43:35,2,15.8
152,440,10,2014-01-01 02:44:40,5,50.45
153,98,10,2014-01-01 02:45:45,2,23.96
154,99,10,2014-01-01 02:46:50,1,108.83
155,88,11,2014-01-01 02:47:55,3,93.23
156,451,11,2014-01-01 02:49:00,4,35.49
157,265,11,2014-01-01 02:50:05,4,110.48
158,404,11,2014-01-01 02:51:10,4,69.32
159,254,11,2014-01-01 02:52:15,5,118.51
160,410,11,2014-01-01 02:53:20,2,147.86
161,11,11,2014-01-01 02:54:25,3,34.78
162,200,11,2014-01-01 02:55:30,3,61.61
163,465,11,2014-01-01 02:56:35,5,66.95
164,106,11,2014-01-01 02:57:40,3,81.41
165,23,11,2014-01-01 02:58:45,3,91.29
166,367,11,2014-01-01 02:59:50,2,115.12
167,342,11,2014-01-01 03:00:55,2,58.12
168,310,11,2014-01-01 03:02:00,2,44.63
169,487,11,2014-01-01 03:03:05,5,27.02
170,117,12,2014-01-01 03:04:10,5,101.84
171,196,12,2014-01-01 03:05:15,5,29.37
172,72,12,2014-01-01 03:06:20,3,75.0
173,50,12,2014-01-01 03:07:25,4,28.21
174,86,12,2014-01-01 03:08:30,3,106.8
175,140,12,2014-01-01 03:09:35,2,28.6
176,53,12,2014-01-01 03:10:40,4,109.0
177,25,12,2014-01-01 03:11:45,1,140.53
178,343,12,2014-01-01 03:12:50,4,8.37
179,176,12,2014-01-01 03:13:55,2,143.96
180,81,13,2014-01-01 03:15:00,2,5.73
181,362,13,2014-01-01 03:16:05,2,12.4
182,445,13,2014-01-01 03:17:10,2,142.27
183,498,13,2014-01-01 03:18:15,1,110.9
184,136,13,2014-01-01 03:19:20,4,120.93
185,263,13,2014-01-01 03:20:25,1,131.52
186,439,13,2014-01-01 03:21:30,3,37.48
187,402,13,2014-01-01 03:22:35,4,12.39
188,466,13,2014-01-01 03:23:40,3,142.28
189,433,13,2014-01-01 03:24:45,3,58.9
190,336,13,2014-01-01 03:25:50,3,51.69
191,269,13,2014-01-01 03:26:55,2,121.07
192,66,14,2014-01-01 03:28:00,4,91.08
193,190,14,2014-01-01 03:29:05,5,110.52
194,389,14,2014-01-01 03:30:10,4,91.04
195,173,14,2014-01-01 03:31:15,2,47.67
196,344,14,2014-01-01 03:32:20,4,139.09
197,31,14,2014-01-01 03:33:25,2,6.78
198,52,14,2014-01-01 03:34:30,4,115.54
199,213,14,2014-01-01 03:35:35,4,108.48
200,328,14,2014-01-01 03:36:40,3,64.6
201,216,14,2014-01-01 03:37:45,1,29.69
202,38,14,2014-01-01 03:38:50,4,113.72
203,7,14,2014-01-01 03:39:55,5,107.42
204,316,15,2014-01-01 03:41:00,1,94.77
205,405,15,2014-01-01 03:42:05,5,47.39
206,356,15,2014-01-01 03:43:10,4,12.07
207,21,15,2014-01-01 03:44:15,2,100.57
208,414,15,2014-01-01 03:45:20,4,61.16
209,46,15,2014-01-01 03:46:25,3,135.42
210,428,15,2014-01-01 03:47:30,2,36.65
211,180,15,2014-01-01 03:48:35,5,146.81
212,195,16,2014-01-01 03:49:40,4,58.3
213,326,16,2014-01-01 03:50:45,4,81.87
214,337,16,2014-01-01 03:51:50,2,95.15
215,69,16,2014-01-01 03:52:55,4,109.17
216,194,16,2014-01-01 03:54:00,1,56.46
217,220,16,2014-01-01 03:55:05,5,135.48
218,375,16,2014-01-01 03:56:10,4,93.36
219,499,16,2014-01-01 03:57:15,4,87.81
220,71,16,2014-01-01 03:58:20,2,138.38
221,349,16,2014-01-01 03:59:25,3,109.83
222,253,17,2014-01-01 04:00:30,5,41.95
223,120,17,2014-01-01 04:01:35,1,62.15
224,455,17,2014-01-01 04:02:40,1,52.54
225,59,17,2014-01-01 04:03:45,2,118.85
226,54,17,2014-01-01 04:04:50,1,31.56
227,229,17,2014-01-01 04:05:55,3,110.87
228,210,17,2014-01-01 04:07:00,4,115.44
229,340,17,2014-01-01 04:08:05,5,100.99
230,218,17,2014-01-01 04:09:10,4,61.12
231,27,17,2014-01-01 04:10:15,2,90.79
232,364,17,2014-01-01 04:11:20,4,21.82
233,397,17,2014-01-01 04:12:25,3,88.97
234,160,17,2014-01-01 04:13:30,1,107.91
235,19,18,2014-01-01 04:14:35,5,133.49
236,123,18,2014-01-01 04:15:40,3,62.78
237,247,18,2014-01-01 04:16:45,2,28.16
238,392,18,2014-01-01 04:17:50,5,72.67
239,323,18,2014-01-01 04:18:55,4,116.06
240,157,18,2014-01-01 04:20:00,2,85.07
241,143,18,2014-01-01 04:21:05,4,123.7
242,131,18,2014-01-01 04:22:10,3,74.57
243,174,18,2014-01-01 04:23:15,3,42.92
244,418,18,2014-01-01 04:24:20,2,108.05
245,431,18,2014-01-01 04:25:25,1,26.36
246,224,18,2014-01-01 04:26:30,2,69.45
247,202,19,2014-01-01 04:27:35,1,70.27
248,184,19,2014-01-01 04:28:40,2,68.63
249,478,19,2014-01-01 04:29:45,2,6.65
250,441,19,2014-01-01 04:30:50,5,9.34
251,264,19,2014-01-01 04:31:55,1,24.68
252,130,19,2014-01-01 04:33:00,1,17.28
253,415,19,2014-01-01 04:34:05,3,97.2
254,473,19,2014-01-01 04:35:10,4,56.04
255,350,19,2014-01-01 04:36:15,3,55.43
256,17,19,2014-01-01 04:37:20,1,16.98
257,146,19,2014-01-01 04:38:25,5,126.74
258,446,19,2014-01-01 04:39:30,1,120.05
259,79,19,2014-01-01 04:40:35,4,80.79
260,70,19,2014-01-01 04:41:40,4,39.06
261,426,19,2014-01-01 04:42:45,2,54.66
262,483,19,2014-01-01 04:43:50,5,60.17
263,205,19,2014-01-01 04:44:55,3,40.88
264,40,20,2014-01-01 04:46:00,5,53.22
265,296,20,2014-01-01 04:47:05,2,58.91
266,314,20,2014-01-01 04:48:10,1,76.97
267,60,20,2014-01-01 04:49:15,4,96.66
268,169,20,2014-01-01 04:50:20,1,78.38
269,485,20,2014-01-01 04:51:25,1,17.27
270,148,20,2014-01-01 04:52:30,2,132.67
271,303,20,2014-01-01 04:53:35,3,78.87
272,246,20,2014-01-01 04:54:40,1,30.82
273,92,20,2014-01-01 04:55:45,4,77.78
274,187,20,2014-01-01 04:56:50,4,135.99
275,262,20,2014-01-01 04:57:55,3,19.92
276,30,20,2014-01-01 04:59:00,3,42.67
277,492,20,2014-01-01 05:00:05,2,16.54
278,377,20,2014-01-01 05:01:10,5,83.33
279,183,21,2014-01-01 05:02:15,4,103.53
280,95,21,2014-01-01 05:03:20,1,149.56
281,248,21,2014-01-01 05:04:25,2,21.64
282,251,21,2014-01-01 05:05:30,3,39.23
283,294,21,2014-01-01 05:06:35,1,6.84
284,226,21,2014-01-01 05:07:40,5,77.78
285,133,21,2014-01-01 05:08:45,3,124.74
286,288,21,2014-01-01 05:09:50,5,55.74
287,494,21,2014-01-01 05:10:55,5,109.3
288,452,21,2014-01-01 05:12:00,4,82.26
289,474,21,2014-01-01 05:13:05,4,135.51
290,380,21,2014-01-01 05:14:10,5,57.09
291,258,21,2014-01-01 05:15:15,4,32.65
292,454,21,2014-01-01 05:16:20,3,21.76
293,236,21,2014-01-01 05:17:25,5,69.62
294,87,21,2014-01-01 05:18:30,5,7.93
295,325,21,2014-01-01 05:19:35,2,45.51
296,18,21,2014-01-01 05:20:40,2,149.95
297,390,22,2014-01-01 05:21:45,2,54.83
298,139,22,2014-01-01 05:22:50,2,85.92
299,395,22,2014-01-01 05:23:55,1,110.55
300,150,22,2014-01-01 05:25:00,2,143.16
301,305,22,2014-01-01 05:26:05,3,131.27
302,8,22,2014-01-01 05:27:10,1,125.72
303,291,22,2014-01-01 05:28:15,3,100.76
304,57,22,2014-01-01 05:29:20,2,141.89
305,109,22,2014-01-01 05:30:25,5,82.69
306,64,22,2014-01-01 05:31:30,1,127.71
307,159,23,2014-01-01 05:32:35,5,43.69
308,141,23,2014-01-01 05:33:40,3,97.68
309,396,23,2014-01-01 05:34:45,3,113.9
310,82,23,2014-01-01 05:35:50,1,42.96
311,335,23,2014-01-01 05:36:55,3,58.93
312,219,23,2014-01-01 05:38:00,1,93.32
313,51,23,2014-01-01 05:39:05,3,124.43
314,186,23,2014-01-01 05:40:10,5,128.26
315,242,23,2014-01-01 05:41:15,4,20.06
316,181,23,2014-01-01 05:42:20,2,88.85
317,24,23,2014-01-01 05:43:25,2,77.13
318,167,24,2014-01-01 05:44:30,4,16.46
319,330,24,2014-01-01 05:45:35,4,32.37
320,12,24,2014-01-01 05:46:40,1,143.46
321,458,24,2014-01-01 05:47:45,3,130.19
322,206,24,2014-01-01 05:48:50,5,61.3
323,100,24,2014-01-01 05:49:55,2,18.45
324,172,24,2014-01-01 05:51:00,4,18.65
325,238,24,2014-01-01 05:52:05,4,146.46
326,233,24,2014-01-01 05:53:10,4,143.56
327,312,24,2014-01-01 05:54:15,3,29.82
328,94,24,2014-01-01 05:55:20,5,100.42
329,230,24,2014-01-01 05:56:25,4,113.54
330,84,24,2014-01-01 05:57:30,5,75.75
331,436,24,2014-01-01 05:58:35,2,107.29
332,480,25,2014-01-01 05:59:40,1,91.76
333,373,25,2014-01-01 06:00:45,1,26.99
334,424,25,2014-01-01 06:01:50,2,26.7
335,68,25,2014-01-01 06:02:55,1,26.3
336,482,25,2014-01-01 06:04:00,4,57.22
337,421,25,2014-01-01 06:05:05,3,5.89
338,33,25,2014-01-01 06:06:10,1,94.42
339,272,25,2014-01-01 06:07:15,2,149.15
340,231,25,2014-01-01 06:08:20,3,36.85
341,113,25,2014-01-01 06:09:25,2,88.47
342,76,25,2014-01-01 06:10:30,4,85.21
343,162,25,2014-01-01 06:11:35,2,20.37
344,472,25,2014-01-01 06:12:40,4,28.13
345,55,25,2014-01-01 06:13:45,1,129.03
346,77,25,2014-01-01 06:14:50,3,23.73
347,378,25,2014-01-01 06:15:55,5,131.83
348,412,26,2014-01-01 06:17:00,3,56.84
349,398,26,2014-01-01 06:18:05,5,27.95
350,471,26,2014-01-01 06:19:10,1,64.55
351,93,26,2014-01-01 06:20:15,2,40.77
352,227,26,2014-01-01 06:21:20,4,87.46
353,394,26,2014-01-01 06:22:25,4,18.16
354,178,26,2014-01-01 06:23:30,4,118.9
355,125,26,2014-01-01 06:24:35,1,87.11
356,462,26,2014-01-01 06:25:40,1,15.07
357,152,26,2014-01-01 06:26:45,5,42.81
358,58,26,2014-01-01 06:27:50,3,53.2
359,235,26,2014-01-01 06:28:55,3,72.81
360,479,26,2014-01-01 06:30:00,2,57.89
361,221,26,2014-01-01 06:31:05,5,7.08
362,437,26,2014-01-01 06:32:10,1,32.04
363,309,26,2014-01-01 06:33:15,1,27.33
364,102,27,2014-01-01 06:34:20,4,108.36
365,403,27,2014-01-01 06:35:25,5,28.26
366,368,27,2014-01-01 06:36:30,5,139.43
367,457,27,2014-01-01 06:37:35,1,19.16
368,334,27,2014-01-01 06:38:40,5,54.26
369,211,27,2014-01-01 06:39:45,4,105.76
370,315,27,2014-01-01 06:40:50,4,16.93
371,448,27,2014-01-01 06:41:55,1,105.58
372,470,27,2014-01-01 06:43:00,1,87.94
373,333,27,2014-01-01 06:44:05,5,103.2
374,339,27,2014-01-01 06:45:10,5,26.56
375,280,27,2014-01-01 06:46:15,3,14.07
376,43,27,2014-01-01 06:47:20,5,55.26
377,199,27,2014-01-01 06:48:25,5,5.91
378,463,27,2014-01-01 06:49:30,2,23.41
379,261,28,2014-01-01 06:50:35,1,133.71
380,256,28,2014-01-01 06:51:40,5,101.39
381,322,28,2014-01-01 06:52:45,2,116.1
382,292,28,2014-01-01 06:53:50,5,138.17
383,239,28,2014-01-01 06:54:55,1,15.97
384,300,28,2014-01-01 06:56:00,3,23.8
385,165,28,2014-01-01 06:57:05,4,129.28
386,107,28,2014-01-01 06:58:10,1,32.92
387,201,28,2014-01-01 06:59:15,1,99.41
388,124,28,2014-01-01 07:00:20,2,125.91
389,411,28,2014-01-01 07:01:25,2,53.14
390,369,28,2014-01-01 07:02:30,2,148.17
391,91,28,2014-01-01 07:03:35,3,122.91
392,357,28,2014-01-01 07:04:40,2,97.2
393,138,28,2014-01-01 07:05:45,1,147.3
394,20,28,2014-01-01 07:06:50,2,22.16
395,490,28,2014-01-01 07:07:55,5,149.02
396,154,28,2014-01-01 07:09:00,5,44.11
397,278,29,2014-01-01 07:10:05,4,80.33
398,355,29,2014-01-01 07:11:10,5,110.68
399,198,29,2014-01-01 07:12:15,4,38.33
400,352,29,2014-01-01 07:13:20,5,92.43
401,481,29,2014-01-01 07:14:25,3,90.27
402,456,29,2014-01-01 07:15:30,4,126.11
403,182,29,2014-01-01 07:16:35,5,125.73
404,147,29,2014-01-01 07:17:40,4,11.62
405,156,29,2014-01-01 07:18:45,4,99.33
406,177,29,2014-01-01 07:19:50,5,55.11
407,89,29,2014-01-01 07:20:55,1,84.98
408,386,29,2014-01-01 07:22:00,2,94.89
409,382,29,2014-01-01 07:23:05,4,104.93
410,476,29,2014-01-01 07:24:10,4,121.59
411,306,29,2014-01-01 07:25:15,4,116.33
412,385,29,2014-01-01 07:26:20,2,67.43
413,360,30,2014-01-01 07:27:25,4,116.11
414,359,30,2014-01-01 07:28:30,4,140.67
415,73,30,2014-01-01 07:29:35,5,42.94
416,321,30,2014-01-01 07:30:40,1,82.52
417,4,30,2014-01-01 07:31:45,3,7.55
418,432,30,2014-01-01 07:32:50,3,144.53
419,149,30,2014-01-01 07:33:55,2,85.35
420,56,30,2014-01-01 07:35:00,3,72.7
421,132,30,2014-01-01 07:36:05,1,68.85
422,166,30,2014-01-01 07:37:10,3,100.27
423,449,30,2014-01-01 07:38:15,1,102.38
424,128,30,2014-01-01 07:39:20,1,59.0
425,240,30,2014-01-01 07:40:25,5,59.71
426,96,30,2014-01-01 07:41:30,3,138.55
427,475,31,2014-01-01 07:42:35,4,137.75
428,1,31,2014-01-01 07:43:40,2,21.77
429,286,31,2014-01-01 07:44:45,4,55.7
430,204,31,2014-01-01 07:45:50,3,46.51
431,127,31,2014-01-01 07:46:55,3,66.49
432,329,31,2014-01-01 07:48:00,4,90.99
433,301,31,2014-01-01 07:49:05,5,66.86
434,36,31,2014-01-01 07:50:10,3,62.35
435,346,31,2014-01-01 07:51:15,5,18.81
436,348,31,2014-01-01 07:52:20,2,136.58
437,209,31,2014-01-01 07:53:25,3,103.03
438,234,31,2014-01-01 07:54:30,4,24.09
439,161,31,2014-01-01 07:55:35,5,75.96
440,255,31,2014-01-01 07:56:40,2,47.48
441,15,31,2014-01-01 07:57:45,1,39.09
442,142,31,2014-01-01 07:58:50,2,143.45
443,420,31,2014-01-01 07:59:55,5,66.1
444,32,31,2014-01-01 08:01:00,3,37.18
445,257,32,2014-01-01 08:02:05,3,128.51
446,65,32,2014-01-01 08:03:10,1,59.65
447,297,32,2014-01-01 08:04:15,5,20.65
448,41,32,2014-01-01 08:05:20,3,79.61
449,358,32,2014-01-01 08:06:25,3,34.93
450,391,32,2014-01-01 08:07:30,5,57.88
451,75,32,2014-01-01 08:08:35,2,50.93
452,104,32,2014-01-01 08:09:40,4,111.02
453,179,33,2014-01-01 08:10:45,2,78.91
454,468,33,2014-01-01 08:11:50,5,46.99
455,168,33,2014-01-01 08:12:55,2,38.39
456,153,33,2014-01-01 08:14:00,3,90.04
457,281,33,2014-01-01 08:15:05,5,86.81
458,62,33,2014-01-01 08:16:10,3,81.15
459,313,33,2014-01-01 08:17:15,3,67.86
460,317,33,2014-01-01 08:18:20,3,100.04
461,47,33,2014-01-01 08:19:25,2,68.37
462,363,33,2014-01-01 08:20:30,4,57.41
463,28,33,2014-01-01 08:21:35,1,8.73
464,434,33,2014-01-01 08:22:40,4,13.33
465,85,33,2014-01-01 08:23:45,1,66.8
466,110,34,2014-01-01 08:24:50,5,145.74
467,114,34,2014-01-01 08:25:55,4,25.73
468,61,34,2014-01-01 08:27:00,1,127.36
469,129,34,2014-01-01 08:28:05,3,67.16
470,497,34,2014-01-01 08:29:10,5,148.86
471,430,34,2014-01-01 08:30:15,4,34.68
472,500,34,2014-01-01 08:31:20,2,129.35
473,467,34,2014-01-01 08:32:25,5,145.19
474,425,34,2014-01-01 08:33:30,3,70.38
475,361,34,2014-01-01 08:34:35,3,71.63
476,469,34,2014-01-01 08:35:40,3,14.48
477,284,34,2014-01-01 08:36:45,1,30.04
478,277,34,2014-01-01 08:37:50,4,128.34
479,267,34,2014-01-01 08:38:55,5,58.47
480,319,34,2014-01-01 08:40:00,4,128.23
481,241,34,2014-01-01 08:41:05,4,27.57
482,427,34,2014-01-01 08:42:10,1,16.75
483,237,34,2014-01-01 08:43:15,1,108.01
484,3,35,2014-01-01 08:44:20,3,62.49
485,6,35,2014-01-01 08:45:25,4,17.05
486,14,35,2014-01-01 08:46:30,1,51.2
487,435,35,2014-01-01 08:47:35,3,60.49
488,493,35,2014-01-01 08:48:40,5,132.94
489,374,35,2014-01-01 08:49:45,1,60.51
490,118,35,2014-01-01 08:50:50,1,108.5
491,338,35,2014-01-01 08:51:55,5,93.71
492,37,35,2014-01-01 08:53:00,5,62.79
493,331,35,2014-01-01 08:54:05,1,17.58
494,311,35,2014-01-01 08:55:10,5,24.01
495,112,35,2014-01-01 08:56:15,5,55.42
496,111,35,2014-01-01 08:57:20,3,34.87
497,276,35,2014-01-01 08:58:25,1,10.94
498,266,35,2014-01-01 08:59:30,5,19.86
499,203,35,2014-01-01 09:00:35,3,148.31
